route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
19,2026_01_12-DX19-Weekday-001,1820480,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820481,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820482,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820483,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820484,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820485,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820486,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820487,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820488,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820489,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820490,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820491,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820492,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820493,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820494,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820495,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820496,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820497,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820498,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820499,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820500,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820501,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820502,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820503,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820504,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820505,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820506,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820507,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820508,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820509,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820510,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820511,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820512,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820513,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820514,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820515,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820516,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820517,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820518,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820519,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820520,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820521,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820522,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820523,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820524,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820525,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820526,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820527,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820528,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820529,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820530,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820531,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820532,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820533,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820534,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820535,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820536,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820537,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820538,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820539,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820540,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820541,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820542,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820543,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820544,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820545,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820546,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820547,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820548,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820549,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820550,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820551,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820552,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820553,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820554,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820555,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820556,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820557,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820558,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820559,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820560,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820561,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820562,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820563,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820564,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820565,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820566,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820567,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820568,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820569,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820570,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820571,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820572,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820573,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820574,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820575,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820576,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820577,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820578,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820579,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820580,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820581,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820582,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820583,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820584,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820585,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820586,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820587,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820588,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820589,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820590,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820591,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820592,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820593,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820594,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820595,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820596,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820597,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820598,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820599,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820600,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820601,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820602,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820603,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820604,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820605,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820606,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820607,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820608,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820609,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820610,"Coliseum",0,,019_shp,,1,1
19,2026_01_12-DX19-Weekday-001,1820611,"Coliseum",0,,019_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821118,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821119,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821120,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821121,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821122,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821123,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821124,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821125,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821126,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821127,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821128,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821129,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821130,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821131,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821132,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821133,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821134,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821135,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821136,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821137,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821138,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821139,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821140,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821141,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821142,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821143,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821144,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821145,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821146,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821147,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821148,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821149,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821150,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821151,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821152,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821153,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821154,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821155,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821156,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821157,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821158,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821159,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821160,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821161,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821162,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821163,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821164,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821165,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821166,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821167,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821168,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821169,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821170,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821171,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821172,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821173,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821174,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821175,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821176,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821177,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821178,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821179,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821180,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821181,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821182,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821183,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821184,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821185,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821186,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821187,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821188,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821189,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821190,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821191,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821192,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821193,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821194,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821195,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821196,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821197,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821198,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821199,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821200,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821201,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821202,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821203,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821204,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821205,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821206,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821207,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821208,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821209,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821210,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821211,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821212,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821213,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821214,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821215,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821216,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821217,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821218,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821219,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821220,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821221,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821222,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821223,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821224,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821225,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821226,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821227,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821228,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821229,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821230,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821231,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821232,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821233,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821234,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821235,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821236,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821237,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821238,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821239,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821240,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821241,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821242,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821243,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821244,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821245,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821246,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821247,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821248,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821249,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821250,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821251,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821252,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821253,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821254,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821255,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821256,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821257,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821258,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821259,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821260,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821261,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821262,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821263,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821264,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821265,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821266,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821267,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821268,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821269,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821270,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821271,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821272,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821273,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821274,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821275,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821276,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821277,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821278,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821279,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821280,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821281,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821282,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821283,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821284,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821285,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821286,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821287,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821288,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821289,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821290,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821291,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821292,"Oakland Airport",1,,020_shp,,1,1
20,2026_01_12-DX20-Weekday-001,1821293,"Oakland Airport",1,,020_shp,,1,1
